id,transaction_date,type,category_id,contact_id,property_id,event_id,egg_sale_id,inventory_movement_id,description,amount,payment_method,reference_number,notes,created_at,etims_invoice_id
773,2024-12-20,expense,9,11,,23,,,Casual transport — event equipment/supply delivery,1500,M-Pesa,SK20T2JROM,,2024-12-20T17:18:00,
774,2024-12-21,expense,10,12,,23,,,Casual labour — event day assistance,1500,Cash,,"Serving, logistics, teardown",2024-12-21T09:29:00,
775,2024-12-21,income,4,40,5,,88,,Egg sales — 2 trays,750,M-Pesa,SUD0CEPQZP,,2024-12-21T12:26:00,192
776,2024-12-21,expense,6,4,,23,,,Casual security — event day,1500,Cash,,,2024-12-21T13:05:00,
777,2024-12-21,income,2,41,,23,,,Event balance — Birthday Party,25000,Bank Transfer,BT5396916,Balance payment on event day,2024-12-21T15:30:00,193
778,2024-12-21,expense,7,7,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2024-12-21T17:26:00,
779,2024-12-22,expense,19,17,,,,,"General provisions — toilet paper, bin bags, soap",2500,Cash,,,2024-12-22T12:27:00,
780,2024-12-22,income,2,32,,24,,,Event deposit — Garden Party (2024-12-31),40000,Bank Transfer,BT9972110,50% deposit received,2024-12-22T16:31:00,194
781,2024-12-22,expense,7,8,,23,,,Casual cleaning — post-event cleanup,1500,Cash,,,2024-12-22T17:50:00,
782,2024-12-23,expense,6,6,,,,,Casual security — routine property watch,1500,M-Pesa,SDR6LSKWGW,Day hire guard,2024-12-23T08:46:00,
783,2024-12-24,income,4,40,5,,89,,Egg sales — 2 trays,740,M-Pesa,SD1VKJ2ELW,,2024-12-24T14:37:00,195
784,2024-12-24,expense,7,7,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2024-12-24T15:20:00,
785,2024-12-25,expense,6,4,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-12-25T08:50:00,
786,2024-12-25,savings,28,1,,,,,Savings — Large Events Tent Fund set-aside (2024-12),20000,Bank Transfer,BT2970756,Monthly contribution to tent fund,2024-12-25T13:23:00,
787,2024-12-27,expense,6,6,,,,,Casual security — routine property watch,1500,M-Pesa,SN098V6FZH,Day hire guard,2024-12-27T12:38:00,
788,2024-12-27,income,4,41,5,,90,,Egg sales — 8 trays,2880,M-Pesa,ST24D2X14H,,2024-12-27T15:13:00,197
789,2024-12-28,expense,15,3,4,,,,Flower bed maintenance,5000,Cash,,Groundskeeper + occasional casual help,2024-12-28T08:36:00,
790,2024-12-28,expense,5,2,2,,,,Salary — Njoki Gachanja (Manager) — 2024-12,35000,Bank Transfer,BT2394194,Monthly salary,2024-12-28T10:06:00,
791,2024-12-28,savings,27,1,,,,,Savings — Generator Fund set-aside (2024-12),18000,Bank Transfer,BT3642227,Monthly contribution to generator fund,2024-12-28T12:22:00,
792,2024-12-28,expense,5,3,4,,,,Salary — Ogola Muriuki (Groundskeeper) — 2024-12,12000,Bank Transfer,BT8766184,Part-time monthly pay,2024-12-28T17:03:00,
793,2024-12-28,expense,21,,,24,,,"Event supplies — Garden Party (flowers, decor, consumables)",11135,Cash,,,2024-12-28T17:41:00,
794,2024-12-30,expense,6,4,,24,,,Casual security — event eve setup watch,1500,M-Pesa,SPN11K0JOQ,,2024-12-30T08:13:00,
795,2024-12-30,expense,7,7,,24,,,Casual cleaning — pre-event deep clean,1500,M-Pesa,S8IQY5J9LU,,2024-12-30T11:13:00,
796,2024-12-30,expense,10,12,,24,,,Casual labour — event setup,1500,M-Pesa,S4E8FY7IWN,"Setting up chairs, tables, decor",2024-12-30T12:25:00,
797,2024-12-30,expense,10,12,,24,,,Casual labour — event setup,1500,M-Pesa,SB2E2JRMHY,"Setting up chairs, tables, decor",2024-12-30T14:27:00,
798,2024-12-30,expense,9,11,,24,,,Casual transport — event equipment/supply delivery,1500,Cash,,,2024-12-30T15:59:00,
799,2024-12-31,income,4,40,5,,91,,Egg sales — 1 trays,375,M-Pesa,S9JAE9M4MW,,2024-12-31T08:06:00,198
800,2024-12-31,expense,6,4,,24,,,Casual security — event day,1500,Cash,,,2024-12-31T11:22:00,
801,2024-12-31,expense,10,13,,24,,,Casual labour — event day assistance,1500,M-Pesa,SEHBXBCFK4,"Serving, logistics, teardown",2024-12-31T11:22:00,
802,2024-12-31,income,2,32,,24,,,Event balance — Garden Party,40000,M-Pesa,SCI9RB56SQ,Balance payment on event day,2024-12-31T12:16:00,199
803,2024-12-31,expense,10,13,,24,,,Casual labour — event day assistance,1500,M-Pesa,SCIWYI4ENF,"Serving, logistics, teardown",2024-12-31T13:55:00,
804,2025-01-01,income,2,34,,25,,,Event deposit — Wellness Retreat (2025-01-11),32500,Bank Transfer,BT8137590,50% deposit received,2025-01-01T09:29:00,200
805,2025-01-01,expense,7,7,,24,,,Casual cleaning — post-event cleanup,1500,Cash,,,2025-01-01T14:09:00,
806,2025-01-02,expense,6,6,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2025-01-02T15:09:00,
807,2025-01-03,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2025-01-03T12:56:00,
808,2025-01-03,income,4,41,5,,92,,Egg sales — 4 trays,1480,Cash,,,2025-01-03T14:56:00,201
809,2025-01-03,expense,18,30,,24,,,Agent commission — Garden Party (2024-12-31),8000,M-Pesa,SIYSF0EO4S,10% commission on hire fee,2025-01-03T15:25:00,
810,2025-01-04,income,3,35,1,,,,Wellness service — sound healing,8000,Bank Transfer,BT1769403,,2025-01-04T14:08:00,202
811,2025-01-05,expense,20,,,,,,Dog food — Simba & Zuri (monthly),3000,M-Pesa,SMFBCNKYXO,,2025-01-05T08:34:00,
812,2025-01-05,expense,11,14,5,,,,Chicken feed — layers mash (250kg),13913,M-Pesa,S162TRTPQU,Biweekly feed purchase,2025-01-05T14:19:00,
813,2025-01-05,expense,6,5,,,,,Casual security — routine property watch,1500,M-Pesa,SUEQWI376W,Day hire guard,2025-01-05T15:06:00,
814,2025-01-06,expense,7,7,,,,,Casual cleaning — routine housekeeping,1500,M-Pesa,S0S2B4NY8P,Weekly clean,2025-01-06T13:06:00,
815,2025-01-06,expense,19,19,,,,,"Cleaning supplies — detergent, bleach, floor polish",5000,Cash,,,2025-01-06T17:51:00,
816,2025-01-07,expense,9,11,,,,,Transport — egg delivery to buyer,1500,Cash,,,2025-01-07T08:27:00,
817,2025-01-07,income,4,41,5,,93,,Egg sales — 4 trays,1460,Cash,,,2025-01-07T16:05:00,203
818,2025-01-08,expense,22,22,,,,187,Inventory restock — Kitchen Towels,2000,Cash,,Replacing broken/worn stock,2025-01-08T10:09:00,
819,2025-01-08,expense,6,6,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2025-01-08T11:44:00,
820,2025-01-08,expense,22,17,,,,186,Inventory restock — Mops (Cotton),700,M-Pesa,SLURVQRN90,Replacing broken/worn stock,2025-01-08T12:12:00,
821,2025-01-08,expense,22,18,,,,185,Inventory restock — Flower Vases (Glass),2100,M-Pesa,SRDKTNWJWL,Replacing broken/worn stock,2025-01-08T16:53:00,
822,2025-01-09,expense,21,,,25,,,"Event supplies — Wellness Retreat (flowers, decor, consumables)",6262,Cash,,,2025-01-09T08:45:00,
823,2025-01-09,expense,7,7,,,,,Casual cleaning — routine housekeeping,1500,M-Pesa,SGROURVDZU,Weekly clean,2025-01-09T16:58:00,
824,2025-01-10,expense,7,7,,25,,,Casual cleaning — pre-event deep clean,1500,M-Pesa,SLEBHLPU7Y,,2025-01-10T11:26:00,
825,2025-01-10,expense,6,5,,25,,,Casual security — event eve setup watch,1500,M-Pesa,SCMDP5O08L,,2025-01-10T11:53:00,
826,2025-01-10,income,4,41,5,,94,,Egg sales — 8 trays,2880,M-Pesa,SBNBKTUMOF,,2025-01-10T16:33:00,204
827,2025-01-11,income,2,34,,25,,,Event balance — Wellness Retreat,32500,M-Pesa,SBM5RFM1U6,Balance payment on event day,2025-01-11T12:15:00,205
828,2025-01-11,expense,6,5,,,,,Casual security — routine property watch,1500,M-Pesa,SNSMPS4DJ7,Day hire guard,2025-01-11T13:34:00,
829,2025-01-11,expense,6,5,,25,,,Casual security — event day,1500,Cash,,,2025-01-11T13:46:00,
830,2025-01-11,expense,10,12,,25,,,Casual labour — event setup & assistance,1500,M-Pesa,SHB7PQC62H,,2025-01-11T13:55:00,
831,2025-01-12,expense,7,7,,25,,,Casual cleaning — post-event cleanup,1500,Cash,,,2025-01-12T16:27:00,
832,2025-01-13,expense,6,4,,,,,Casual security — routine property watch,1500,M-Pesa,S68577A16F,Day hire guard,2025-01-13T10:02:00,
833,2025-01-13,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2025-01-13T15:22:00,
834,2025-01-14,income,4,42,5,,95,,Egg sales — 6 trays,2220,M-Pesa,S41ORCG9SV,,2025-01-14T11:01:00,206
835,2025-01-15,expense,26,,,,,,Batteries and small items,2000,M-Pesa,SJTMYYHRCD,,2025-01-15T08:30:00,
836,2025-01-15,expense,14,43,,,,,Kenya Power — electricity bill 2025-01,7676,M-Pesa,S7I3TE3VFQ,,2025-01-15T10:30:00,
837,2025-01-15,expense,19,19,,,,,"Cleaning supplies — detergent, bleach, floor polish",6000,Cash,,,2025-01-15T11:07:00,
838,2025-01-16,expense,13,44,,,,,Nairobi Water — water bill 2025-01,4834,M-Pesa,SFP98H9MID,,2025-01-16T15:38:00,
839,2025-01-17,expense,6,5,,,,,Casual security — routine property watch,1500,M-Pesa,SH56M4A6OJ,Day hire guard,2025-01-17T17:47:00,
840,2025-01-18,income,3,34,1,,,,Wellness service — nature therapy walk,10000,Bank Transfer,BT4157696,,2025-01-18T10:31:00,208
841,2025-01-18,expense,19,15,,,,,"Cleaning supplies — detergent, bleach, floor polish",6000,M-Pesa,S7V6XEEIZ4,,2025-01-18T11:06:00,
842,2025-01-18,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2025-01-18T15:58:00,
843,2025-01-18,expense,15,3,4,,,,Hedge trimming,5000,Cash,,Groundskeeper + occasional casual help,2025-01-18T16:05:00,
844,2025-01-19,expense,11,14,5,,,,Chicken feed — layers mash (250kg),15528,M-Pesa,SXUJKCQD4G,Biweekly feed purchase,2025-01-19T14:46:00,
845,2025-01-19,expense,12,23,5,,,,Poultry vaccination — flock,6000,M-Pesa,SVYG4I1DXW,Dr. Odhiambo,2025-01-19T16:42:00,
846,2025-01-20,expense,17,26,,,,,Wellness consultant — programme planning,8000,M-Pesa,S7KFZH0CZL,Ochieng Kiptanui,2025-01-20T15:24:00,
847,2025-01-20,expense,22,17,,,,191,Inventory restock — Spray Bottles,750,Cash,,Replacing broken/worn stock,2025-01-20T17:59:00,
848,2025-01-21,expense,6,5,,,,,Casual security — routine property watch,1500,M-Pesa,SE53BSMRE7,Day hire guard,2025-01-21T08:05:00,
849,2025-01-21,income,4,41,5,,96,,Egg sales — 5 trays,1800,M-Pesa,SH7XB4AOZV,,2025-01-21T10:39:00,210
850,2025-01-22,expense,15,3,4,,,,Flower bed maintenance,2000,M-Pesa,S24NSBQ8IM,Groundskeeper + occasional casual help,2025-01-22T08:19:00,
851,2025-01-23,expense,7,7,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2025-01-23T09:31:00,
852,2025-01-23,expense,15,3,4,,,,Flower bed maintenance,3000,Cash,,Groundskeeper + occasional casual help,2025-01-23T10:02:00,
853,2025-01-24,income,4,39,5,,97,,Egg sales — 2 trays,730,M-Pesa,S5EPA3LV99,,2025-01-24T13:26:00,211
854,2025-01-24,expense,15,3,4,,,,Flower bed maintenance,5000,Cash,,Groundskeeper + occasional casual help,2025-01-24T13:55:00,
855,2025-01-25,income,4,42,5,,98,,Egg sales — 7 trays,2555,M-Pesa,S5EPUQQSCQ,,2025-01-25T13:56:00,212
856,2025-01-25,expense,6,6,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2025-01-25T17:10:00,
857,2025-01-27,expense,6,4,,,,,Casual security — routine property watch,1500,M-Pesa,SP2ZKPPZR4,Day hire guard,2025-01-27T11:31:00,
858,2025-01-28,savings,28,1,,,,,Savings — Large Events Tent Fund set-aside (2025-01),20000,Bank Transfer,BT3282928,Monthly contribution to tent fund,2025-01-28T11:39:00,
859,2025-01-28,income,4,40,5,,99,,Egg sales — 1 trays,370,M-Pesa,SYDU53QF3H,,2025-01-28T12:08:00,213
860,2025-01-28,expense,5,3,4,,,,Salary — Ogola Muriuki (Groundskeeper) — 2025-01,12000,Bank Transfer,BT8557916,Part-time monthly pay,2025-01-28T15:33:00,
861,2025-01-28,expense,5,2,2,,,,Salary — Njoki Gachanja (Manager) — 2025-01,35000,Bank Transfer,BT7771587,Monthly salary,2025-01-28T17:05:00,
862,2025-01-31,income,4,42,5,,100,,Egg sales — 5 trays,1900,M-Pesa,SW2XNG6I7Y,,2025-01-31T10:25:00,214
863,2025-02-04,income,4,42,5,,102,,Egg sales — 4 trays,1400,M-Pesa,S83GG0M9GL,,2025-02-04T09:24:00,216
864,2025-02-04,income,4,40,5,,101,,Egg sales — 1 trays,340,Cash,,,2025-02-04T11:59:00,217
865,2025-02-07,income,4,40,5,,103,,Egg sales — 2 trays,720,M-Pesa,S6VCSG9EWC,,2025-02-07T11:03:00,219
866,2024-04-05,income,29,,1,,,,Room rental — Bedroom 3 (2 nights) — Rose Adhiambo,14000,Bank Transfer,BT5541717,"Guest: Rose Adhiambo, 2024-04-05 to 2024-04-07",2024-04-05T13:00:00,20
867,2024-04-13,income,29,,1,,,,Room rental — Bedroom 2 (2 nights) — Rose Adhiambo,14000,M-Pesa,SCUWQZEIOX,"Guest: Rose Adhiambo, 2024-04-13 to 2024-04-15",2024-04-13T13:00:00,25
868,2024-05-13,income,29,,1,,,,Room rental — Master Bedroom (2 nights) — Peter Omondi,16000,M-Pesa,SNNSAPKIJN,"Guest: Peter Omondi, 2024-05-13 to 2024-05-15",2024-05-13T16:00:00,45
869,2024-05-08,income,29,,1,,,,Room rental — Bedroom 4 (2 nights) — Robert Kipchoge,14000,M-Pesa,SV3W8KVS04,"Guest: Robert Kipchoge, 2024-05-08 to 2024-05-10",2024-05-08T10:00:00,40
870,2024-06-18,income,29,,1,,,,Room rental — Bedroom 5 (2 nights) — Faith Chebet,14000,M-Pesa,S5JJWXU6AT,"Guest: Faith Chebet, 2024-06-18 to 2024-06-20",2024-06-18T10:00:00,66
871,2024-06-24,income,29,,1,,,,Room rental — Bedroom 2 (2 nights) — Janet Mukami,14000,M-Pesa,SB5EREPUCU,"Guest: Janet Mukami, 2024-06-24 to 2024-06-26",2024-06-24T14:00:00,70
872,2024-06-19,income,29,34,1,,,,Room rental — Bedroom 3 (1 night) — Patrick Kimani,7000,M-Pesa,SERTILHJU3,"Guest: Patrick Kimani, 2024-06-19 to 2024-06-20",2024-06-19T12:00:00,67
873,2024-07-17,income,29,,1,,,,Room rental — Bedroom 3 (2 nights) — Patrick Kimani,14000,M-Pesa,S0LXC6NEU6,"Guest: Patrick Kimani, 2024-07-17 to 2024-07-19",2024-07-17T14:00:00,84
874,2024-07-19,income,29,,1,,,,Room rental — Bedroom 4 (2 nights) — Charles Ogutu,14000,M-Pesa,S92O0R4XQA,"Guest: Charles Ogutu, 2024-07-19 to 2024-07-21",2024-07-19T11:00:00,86
875,2024-07-12,income,29,,1,,,,Room rental — Bedroom 3 (2 nights) — Mercy Auma,14000,M-Pesa,SLQY5R4W7W,"Guest: Mercy Auma, 2024-07-12 to 2024-07-14",2024-07-12T13:00:00,81
876,2024-07-21,income,29,,1,,,,Room rental — Bedroom 2 (2 nights) — Rose Adhiambo,14000,Bank Transfer,BT3499868,"Guest: Rose Adhiambo, 2024-07-21 to 2024-07-23",2024-07-21T12:00:00,88
877,2024-08-02,income,29,,1,,,,Room rental — Bedroom 2 (2 nights) — Mercy Auma,14000,M-Pesa,SQHJ7OKBYM,"Guest: Mercy Auma, 2024-08-02 to 2024-08-04",2024-08-02T12:00:00,95
878,2024-08-21,income,29,,1,,,,Room rental — Bedroom 5 (1 night) — Mercy Auma,7000,Bank Transfer,BT7345225,"Guest: Mercy Auma, 2024-08-21 to 2024-08-22",2024-08-21T12:00:00,107
879,2024-08-19,income,29,,1,,,,Room rental — Master Bedroom (2 nights) — Diana Cherop,16000,M-Pesa,SVJTV6V0F1,"Guest: Diana Cherop, 2024-08-19 to 2024-08-21",2024-08-19T13:00:00,105
880,2024-09-21,income,29,,1,,,,Room rental — Bedroom 4 (3 nights) — David Mutua,21000,Bank Transfer,BT8255254,"Guest: David Mutua, 2024-09-21 to 2024-09-24",2024-09-21T16:00:00,128
881,2024-09-15,income,29,,1,,,,Room rental — Master Bedroom (1 night) — Robert Kipchoge,8000,Bank Transfer,BT1184559,"Guest: Robert Kipchoge, 2024-09-15 to 2024-09-16",2024-09-15T11:00:00,124
882,2024-10-09,income,29,,1,,,,Room rental — Bedroom 4 (2 nights) — Patrick Kimani,14000,M-Pesa,SKMXIIWAZX,"Guest: Patrick Kimani, 2024-10-09 to 2024-10-11",2024-10-09T11:00:00,142
883,2024-10-16,income,29,36,1,,,,Room rental — Bedroom 5 (3 nights) — Brian Wekesa,21000,M-Pesa,S1K7T8BFIU,"Guest: Brian Wekesa, 2024-10-16 to 2024-10-19",2024-10-16T15:00:00,147
884,2024-11-06,income,29,,1,,,,Room rental — Bedroom 5 (1 night) — Beatrice Mwende,7000,M-Pesa,S6V5MRUR7N,"Guest: Beatrice Mwende, 2024-11-06 to 2024-11-07",2024-11-06T14:00:00,160
885,2024-11-12,income,29,,1,,,,Room rental — Bedroom 5 (1 night) — George Mwangi,7000,Bank Transfer,BT8812501,"Guest: George Mwangi, 2024-11-12 to 2024-11-13",2024-11-12T10:00:00,165
886,2024-11-20,income,29,40,1,,,,Room rental — Bedroom 5 (1 night) — Diana Cherop,7000,M-Pesa,S8QDINLH1Y,"Guest: Diana Cherop, 2024-11-20 to 2024-11-21",2024-11-20T14:00:00,171
887,2024-11-17,income,29,31,1,,,,Room rental — Bedroom 4 (1 night) — Edward Kibet,7000,M-Pesa,SLYEV4Z4JT,"Guest: Edward Kibet, 2024-11-17 to 2024-11-18",2024-11-17T11:00:00,169
888,2024-12-09,income,29,36,1,,,,Room rental — Master Bedroom (2 nights) — Brian Wekesa,16000,M-Pesa,SAUGJ6MB3M,"Guest: Brian Wekesa, 2024-12-09 to 2024-12-11",2024-12-09T15:00:00,186
889,2024-12-04,income,29,,1,,,,Room rental — Bedroom 3 (2 nights) — David Mutua,14000,Bank Transfer,BT1193553,"Guest: David Mutua, 2024-12-04 to 2024-12-06",2024-12-04T10:00:00,182
890,2024-12-24,income,29,,1,,,,Room rental — Bedroom 5 (1 night) — Charles Ogutu,7000,M-Pesa,SBFXV6DSF1,"Guest: Charles Ogutu, 2024-12-24 to 2024-12-25",2024-12-24T14:00:00,196
891,2025-01-18,income,29,31,1,,,,Room rental — Bedroom 3 (2 nights) — Faith Chebet,14000,M-Pesa,S2AUKC5IYW,"Guest: Faith Chebet, 2025-01-18 to 2025-01-20",2025-01-18T11:00:00,209
892,2025-01-16,income,29,,1,,,,Room rental — Bedroom 4 (1 night) — Beatrice Mwende,7000,M-Pesa,SUJLQDZDGU,"Guest: Beatrice Mwende, 2025-01-16 to 2025-01-17",2025-01-16T16:00:00,207
893,2025-02-06,income,29,,1,,,,Room rental — Master Bedroom (1 night) — Sarah Wambui,8000,Bank Transfer,BT6451967,"Guest: Sarah Wambui, 2025-02-06 to 2025-02-07",2025-02-06T10:00:00,218
894,2025-02-11,income,29,,1,,,,Room rental — Bedroom 4 (2 nights) — James Karanja,14000,M-Pesa,SP3DLYPC3K,"Guest: James Karanja, 2025-02-11 to 2025-02-13",2025-02-11T10:00:00,220
895,2025-02-01,income,29,,1,,,,Room rental — Bedroom 2 (2 nights) — Peter Omondi,14000,Bank Transfer,BT1051755,"Guest: Peter Omondi, 2025-02-01 to 2025-02-03",2025-02-01T15:00:00,215
896,2024-03-16,income,29,,1,1,,,Room rental — Bedroom 4 (1 night) — Birthday Party guest,7000,Bank Transfer,BT7837267,"Guest: Samuel Kirui, event overnight",2024-03-16T18:00:00,10
897,2024-04-13,income,29,,1,3,,,Room rental — Master Bedroom (1 night) — Baby Shower guest,8000,M-Pesa,BT2698734,"Guest: Robert Kipchoge, event overnight",2024-04-13T14:00:00,26
898,2024-04-13,income,29,,1,3,,,Room rental — Bedroom 4 (1 night) — Baby Shower guest,7000,Bank Transfer,BT5220462,"Guest: Rose Adhiambo, event overnight",2024-04-13T15:00:00,27
899,2024-05-11,income,29,,1,5,,,Room rental — Master Bedroom (1 night) — Wedding guest,8000,Bank Transfer,BT8544873,"Guest: Beatrice Mwende, event overnight",2024-05-11T17:00:00,43
900,2024-05-11,income,29,,1,5,,,Room rental — Bedroom 5 (1 night) — Wedding guest,7000,Bank Transfer,SLS0F7BCLP,"Guest: Henry Odhiambo, event overnight",2024-05-11T18:00:00,44
901,2024-06-08,income,29,,1,7,,,Room rental — Bedroom 2 (2 nights) — Bridal Shower guest,14000,M-Pesa,BT5826925,"Guest: Esther Nyokabi, event overnight",2024-06-08T17:00:00,60
902,2024-06-08,income,29,,1,7,,,Room rental — Bedroom 5 (2 nights) — Bridal Shower guest,14000,Bank Transfer,S5I9HMLOJJ,"Guest: Faith Chebet, event overnight",2024-06-08T15:00:00,61
903,2024-07-06,income,29,,1,9,,,Room rental — Bedroom 5 (1 night) — Garden Party guest,7000,Bank Transfer,ST5DT1C24Q,"Guest: Sarah Wambui, event overnight",2024-07-06T15:00:00,77
904,2024-08-24,income,29,,1,12,,,Room rental — Master Bedroom (1 night) — Wellness Retreat guest,8000,M-Pesa,SW3RLS9BAD,"Guest: Lucy Wanjiku, event overnight",2024-08-24T14:00:00,112
905,2024-09-07,income,29,,1,13,,,Room rental — Bedroom 2 (1 night) — Garden Party guest,7000,M-Pesa,SYN5CI5MH7,"Guest: Sarah Wambui, event overnight",2024-09-07T18:00:00,118
906,2024-09-07,income,29,,1,13,,,Room rental — Bedroom 3 (1 night) — Garden Party guest,7000,Bank Transfer,BT2375434,"Guest: James Karanja, event overnight",2024-09-07T16:00:00,119
907,2024-09-21,income,29,,1,14,,,Room rental — Bedroom 4 (2 nights) — Birthday Party guest,14000,M-Pesa,SW7AL46U4Q,"Guest: Caroline Muthama, event overnight",2024-09-21T16:00:00,129
908,2024-09-21,income,29,,1,14,,,Room rental — Bedroom 2 (2 nights) — Birthday Party guest,14000,Bank Transfer,SGPGC0ZYFA,"Guest: Beatrice Mwende, event overnight",2024-09-21T14:00:00,130
909,2024-10-05,income,29,,1,15,,,Room rental — Master Bedroom (2 nights) — Wedding guest,16000,M-Pesa,SUX1S9SLO6,"Guest: Diana Cherop, event overnight",2024-10-05T15:00:00,139
910,2024-10-05,income,29,,1,15,,,Room rental — Bedroom 5 (1 night) — Wedding guest,7000,M-Pesa,BT3824585,"Guest: Charles Ogutu, event overnight",2024-10-05T16:00:00,140
911,2024-10-05,income,29,,1,15,,,Room rental — Bedroom 2 (1 night) — Wedding guest,7000,Bank Transfer,S9OG5FY73V,"Guest: Samuel Kirui, event overnight",2024-10-05T16:00:00,141
912,2024-10-12,income,29,,1,16,,,Room rental — Bedroom 3 (2 nights) — Corporate Retreat guest,14000,M-Pesa,BT6227106,"Guest: Esther Nyokabi, event overnight",2024-10-12T17:00:00,144
913,2024-11-02,income,29,,1,18,,,Room rental — Master Bedroom (2 nights) — Wedding guest,16000,Bank Transfer,SILTU5FWW7,"Guest: Rose Adhiambo, event overnight",2024-11-02T16:00:00,156
914,2024-11-02,income,29,,1,18,,,Room rental — Bedroom 2 (1 night) — Wedding guest,7000,Bank Transfer,BT2071375,"Guest: Samuel Kirui, event overnight",2024-11-02T14:00:00,157
915,2024-11-02,income,29,,1,18,,,Room rental — Bedroom 5 (2 nights) — Wedding guest,14000,M-Pesa,SO1WYULLA1,"Guest: Lucy Wanjiku, event overnight",2024-11-02T16:00:00,158
916,2024-11-09,income,29,,1,19,,,Room rental — Bedroom 2 (2 nights) — Baby Shower guest,14000,Bank Transfer,BT6032592,"Guest: George Mwangi, event overnight",2024-11-09T15:00:00,163
917,2024-11-23,income,29,,1,20,,,Room rental — Bedroom 3 (1 night) — Wedding guest,7000,M-Pesa,SYSTI0OTJL,"Guest: Janet Mukami, event overnight",2024-11-23T17:00:00,174
918,2024-11-23,income,29,,1,20,,,Room rental — Master Bedroom (2 nights) — Wedding guest,16000,M-Pesa,SRL7SSYNSY,"Guest: Grace Akinyi, event overnight",2024-11-23T14:00:00,175
919,2024-11-23,income,29,,1,20,,,Room rental — Bedroom 2 (1 night) — Wedding guest,7000,Bank Transfer,BT5080304,"Guest: James Karanja, event overnight",2024-11-23T17:00:00,176
920,2024-01-05,expense,30,45,4,,,,Estate service charge — 2024-01,12000,Bank Transfer,BT9330135,"Monthly gated community service charge. Covers estate security, common areas, garbage, roads.",2024-01-05T10:00:00,
921,2024-01-05,expense,31,45,1,,,,Borehole water supply — 2024-01,4109,Bank Transfer,BT8058845,Monthly estate borehole water. Supplements Nairobi Water supply.,2024-01-05T10:15:00,
922,2024-02-05,expense,30,45,4,,,,Estate service charge — 2024-02,12000,Bank Transfer,BT2533754,"Monthly gated community service charge. Covers estate security, common areas, garbage, roads.",2024-02-05T10:00:00,
923,2024-02-05,expense,31,45,1,,,,Borehole water supply — 2024-02,4145,Bank Transfer,BT7756291,Monthly estate borehole water. Supplements Nairobi Water supply.,2024-02-05T10:15:00,
924,2024-03-05,expense,30,45,4,,,,Estate service charge — 2024-03,12000,Bank Transfer,BT6447701,"Monthly gated community service charge. Covers estate security, common areas, garbage, roads.",2024-03-05T10:00:00,
925,2024-03-05,expense,31,45,1,,,,Borehole water supply — 2024-03,4354,Bank Transfer,BT5917231,Monthly estate borehole water. Supplements Nairobi Water supply.,2024-03-05T10:15:00,
926,2024-04-05,expense,30,45,4,,,,Estate service charge — 2024-04,12000,Bank Transfer,BT2213550,"Monthly gated community service charge. Covers estate security, common areas, garbage, roads.",2024-04-05T10:00:00,
927,2024-04-05,expense,31,45,1,,,,Borehole water supply — 2024-04,4211,Bank Transfer,BT4209990,Monthly estate borehole water. Supplements Nairobi Water supply.,2024-04-05T10:15:00,
928,2024-05-05,expense,30,45,4,,,,Estate service charge — 2024-05,12000,Bank Transfer,BT7265694,"Monthly gated community service charge. Covers estate security, common areas, garbage, roads.",2024-05-05T10:00:00,
929,2024-05-05,expense,31,45,1,,,,Borehole water supply — 2024-05,4348,Bank Transfer,BT3657546,Monthly estate borehole water. Supplements Nairobi Water supply.,2024-05-05T10:15:00,
930,2024-06-05,expense,30,45,4,,,,Estate service charge — 2024-06,12000,Bank Transfer,BT9765165,"Monthly gated community service charge. Covers estate security, common areas, garbage, roads.",2024-06-05T10:00:00,
931,2024-06-05,expense,31,45,1,,,,Borehole water supply — 2024-06,4045,Bank Transfer,BT8270990,Monthly estate borehole water. Supplements Nairobi Water supply.,2024-06-05T10:15:00,
932,2024-07-05,expense,30,45,4,,,,Estate service charge — 2024-07,12000,Bank Transfer,BT2737627,"Monthly gated community service charge. Covers estate security, common areas, garbage, roads.",2024-07-05T10:00:00,
933,2024-07-05,expense,31,45,1,,,,Borehole water supply — 2024-07,3509,Bank Transfer,BT2558600,Monthly estate borehole water. Supplements Nairobi Water supply.,2024-07-05T10:15:00,
934,2024-08-05,expense,30,45,4,,,,Estate service charge — 2024-08,12000,Bank Transfer,BT4387903,"Monthly gated community service charge. Covers estate security, common areas, garbage, roads.",2024-08-05T10:00:00,
935,2024-08-05,expense,31,45,1,,,,Borehole water supply — 2024-08,3786,Bank Transfer,BT4098230,Monthly estate borehole water. Supplements Nairobi Water supply.,2024-08-05T10:15:00,
